,sg_symbol,sg_number
mp-556745,P2_1/c,14
mp-675324,Pnn2,34
mp-626104,P-1,2
mp-20849,Pm-3m,221
mp-553248,P4/mmm,123
mp-973866,P6_3/mmc,194
mp-763418,P-1,2
mp-22018,P6/mmm,191
mp-23701,P2_1,4
mp-29310,P4_32_12,96
mp-763163,P1,1
mp-558739,Pnnm,58
mp-2265,Fd-3m,227
mp-766767,C2,5
mp-573567,P-1,2
mp-550117,Amm2,38
mp-12704,Pnma,62
mp-767132,P1,1
mp-554635,P-1,2
mp-764956,C222_1,20
mp-867161,Pm-3m,221
mp-770107,I4_1/amd,141
mp-758916,C2/c,15
mp-9024,P-6m2,187
mp-540851,Fd-3m,227
mp-14623,P6_3/mmc,194
mp-542777,P6/mmm,191
mp-2078,P4/nmm,129
mp-1153,Fm-3m,225
mp-849401,P1,1
mp-556378,P2_12_12_1,19
mp-1595,C2/m,12
mp-643934,P2_1/c,14
mp-143,P6_3/mmc,194
mp-8812,Fm-3m,225
mp-561523,Pbca,61
mp-13542,Cmc2_1,36
mp-570727,Pnma,62
mp-604459,P-1,2
mp-976424,Pm-3m,221
mp-675231,Pm,6
mp-720529,P1,1
mp-15868,Im-3,204
mp-768965,P2_1/c,14
mp-764351,C2/m,12
mp-568580,P4_2/mnm,136
mp-8717,Ibam,72
mp-10199,P6_322,182
mp-558838,R-3,148
mp-21298,I4_1/amd,141
mp-559530,P2_12_12_1,19
mp-780559,Cm,8
mp-699482,Cc,9
mp-2611,I4_1/amd,141
mp-31909,I4_1/a,88
mp-571464,P3_121,152
mp-4394,Fd-3m,227
mp-550070,C2,5
mp-866580,P-62m,189
mp-570935,P6_3mc,186
mp-16524,Fm-3m,225
mp-555410,R3m,160
mp-22214,P-3m1,164
mp-21431,Pm-3m,221
mp-7350,P4/mbm,127
mp-5786,I4/mmm,139
mp-12701,Cmmm,65
mp-868442,P-6c2,188
mp-2490,F-43m,216
mp-6125,R-3c,167
mp-15204,Ibam,72
mp-570172,Cmc2_1,36
mp-779420,P2_1/c,14
mp-19591,P6_3,173
mp-25538,P2_1/c,14
mp-669320,P4/ncc,130
mp-14430,P2_1/c,14
mp-975990,Pm-3m,221
mp-555526,P2_1/c,14
mp-32105,P2_1/c,14
mp-39025,P2/c,13
mp-631531,F-43m,216
mp-3660,Pna2_1,33
mp-780782,P2_1/c,14
mp-30340,Fm-3m,225
mp-768797,P-1,2
mp-761431,P1,1
mp-617599,P2_1/c,14
mp-26407,P2_1/c,14
mp-569933,P3m1,156
mp-10877,I4/mmm,139
mp-21236,P2_13,198
mp-30196,Pnma,62
mp-983850,Fm-3m,225
mp-754355,P2_1/c,14
mp-542038,P2_1/c,14
mp-764378,P1,1
mp-771589,P2_1/m,11
mp-17043,Pnma,62
mp-558861,Pca2_1,29
mp-4404,I4/mmm,139
mp-20298,Pm-3m,221
mp-557522,P2_1/c,14
mp-978969,I4/mmm,139
mp-763909,Amm2,38
mp-776978,P1,1
mp-1185,Pm-3m,221
mp-22061,P6_3/m,176
mp-558478,Pnma,62
mp-764268,C2/m,12
mp-932,Pm-3m,221
mp-760786,Pm,6
mp-10013,F-43m,216
mp-21069,Pnma,62
mp-5443,P6_3/mmc,194
mp-765768,P1,1
mp-570765,Cmmm,65
mp-770367,R-3c,167
mp-31632,C2,5
mp-27267,Pbca,61
mp-753131,C2/m,12
mp-554859,P2_1/c,14
mp-778395,Pna2_1,33
mp-557746,Pccn,56
mp-18904,Fm-3m,225
mp-680063,P4_132,213
mp-975609,Fm-3m,225
mp-11535,Fd-3m,227
mp-11538,P-62m,189
mp-764517,P1,1
mp-757242,Fddd,70
mp-569128,Imma,74
mp-778728,P1,1
mp-773705,P1,1
mp-850532,P2_12_12,18
mp-4376,P2_12_12_1,19
mp-757119,C2/c,15
mp-781777,P6_3mc,186
mp-560476,P2_1/c,14
mp-850016,R-3m,166
mp-3637,R-3m,166
mp-562263,P-1,2
mp-772221,P-1,2
mp-505632,Immm,71
mp-5328,C2/m,12
mp-15277,P-62m,189
mp-677151,P4_122,91
mp-557125,P4/mbm,127
mp-770589,P2_1/c,14
mp-581967,P2,3
mp-625920,Fd-3m,227
mp-773331,P4_2/mnm,136
mp-555459,Pn-3,201
mp-778763,P1,1
mp-12107,Pm-3m,221
mp-780489,Pm,6
mp-777066,P2_1/c,14
mp-763217,P2_1,4
mp-765937,R-3m,166
mp-756817,C2,5
mp-542551,P4_2/mnm,136
mp-541754,C2/m,12
mp-8857,Cmcm,63
mp-30422,P6_3mc,186
mp-771856,Imma,74
mp-769036,P-1,2
mp-781738,Fd-3,203
mp-13063,P-3m1,164
mp-773260,P2_1,4
mp-767198,Pm,6
mp-774422,Ibam,72
mp-769207,C2/c,15
mp-766719,P2_1/m,11
mp-10632,Pm-3m,221
mp-744240,P2_1/c,14
mp-559213,Pnma,62
mp-16290,Pm-3m,221
mp-540967,P-1,2
mp-771734,Cm,8
mp-761935,C2/c,15
mp-759303,P2_1/c,14
mp-18890,C2/c,15
mp-19666,P2_1,4
mp-756286,C2/m,12
mp-707540,I4_1cd,110
mp-705039,Pnc2,30
mp-756642,P2_1/m,11
mp-1529,Pm-3m,221
mp-773103,P-6c2,188
mp-18203,R-3,148
mp-774609,P1,1
mp-31523,P2_13,198
mp-7208,Fddd,70
mp-504560,Pbam,55
mp-21975,P-43m,215
mp-971960,I4/mmm,139
mp-801,Pm-3n,223
mp-765841,Pna2_1,33
mp-733838,P-1,2
mp-540477,P-1,2
mp-546082,P4/mmm,123
mp-759029,P2_1/c,14
mp-763240,C222_1,20
mp-762996,Ama2,40
mp-756519,Immm,71
mp-19024,Pnma,62
mp-775017,Pm,6
mp-15683,P-62m,189
mp-754843,C2/m,12
mp-680210,P31c,159
mp-14161,I-43m,217
mp-853273,C2,5
mp-763554,P2_1/c,14
mp-849950,P1,1
mp-755219,R-3m,166
mp-649627,Fm-3m,225
mp-7355,Pbam,55
mp-779905,Pm,6
mp-23674,P2_1/c,14
mp-21422,P4_2/mmc,131
mp-755463,R-3,148
mp-752573,Ima2,46
mp-770012,P1,1
mp-3603,Immm,71
mp-541430,Pnma,62
mp-40575,Cc,9
mp-781180,P1,1
mp-567889,Fddd,70
mp-781603,P1,1
mp-11792,P2_1/c,14
mp-27528,Pa-3,205
mp-569807,P6_3/mmc,194
mp-626855,P1,1
mp-605461,P2_1/c,14
mp-505794,P-1,2
mp-733817,P1,1
mp-11302,Cmcm,63
mp-761753,P2_1,4
mp-771996,Cm,8
mp-768887,Pca2_1,29
mp-561390,C2/c,15
mp-555596,P2_1/c,14
mp-771930,Pm-3m,221
mp-637255,Cmce,64
mp-753055,P1,1
mp-777681,P-31c,163
mp-10112,P6/mmm,191
mp-571531,P6_3/mmc,194
mp-972845,P-6m2,187
mp-775499,P1,1
mp-3411,P6_3/m,176
mp-13378,Pnma,62
mp-636525,Cmce,64
mp-648843,Pc,7
mp-850876,P1,1
mp-1058,P4_2/mnm,136
mp-754613,P2_1/m,11
mp-19314,P-43n,218
mp-777021,C2/c,15
mp-18908,C2/m,12
mp-773461,R-3m,166
mp-556234,Pbam,55
mp-23517,Pnma,62
mp-669427,Pna2_1,33
mp-619611,R-3m,166
mp-773754,P1,1
mp-764283,P2_1/c,14
mp-763577,C2/m,12
mp-762555,Pc,7
mp-9363,R-3m,166
mp-505679,Pa-3,205
mp-6875,Iba2,45
mp-7241,P4/mbm,127
mp-568690,R-3m,166
mp-767130,P4_2/nmc,137
mp-11784,Cmcm,63
mp-22066,I4/mmm,139
mp-776804,Pm,6
mp-974748,Fm-3m,225
mp-764733,P1,1
mp-8702,R-3,148
mp-21313,Pm-3m,221
mp-6226,R3c,161
mp-976592,Pm-3m,221
mp-677105,Cc,9
mp-562018,Pnma,62
mp-971919,P6_3/mmc,194
mp-782687,P1,1
mp-771603,P1,1
mp-17491,Fddd,70
mp-773538,R3,146
mp-617266,P4/mmm,123
mp-755277,C222_1,20
mp-558943,P-1,2
mp-9055,P-31c,163
mp-28195,P2_12_12_1,19
mp-25693,Pna2_1,33
mp-572670,P2_1/c,14
mp-560521,C222_1,20
mp-30759,Fm-3m,225
mp-32337,C2/c,15
mp-761823,C2/m,12
mp-774719,P6_3mc,186
mp-1547,R3m,160
mp-616501,Fm-3m,225
mp-571314,P2_1/c,14
mp-7339,P2_12_12_1,19
mp-9625,Pnma,62
mp-765681,Amm2,38
mp-757578,P2_1/c,14
mp-30280,P2_1/c,14
mp-774369,Cm,8
mp-973748,I4/mmm,139
mp-769904,P2/c,13
mp-779186,P2_1,4
mp-771045,C2/c,15
mp-5732,P2_1/c,14
mp-770756,P2_1/m,11
mp-754237,I4_1/amd,141
mp-11974,P-62m,189
mp-41734,P23,195
mp-763364,C2,5
mp-629082,P31c,159
mp-771403,P1,1
mp-772802,P2_1/m,11
mp-559959,I4/mmm,139
mp-769822,C2/m,12
mp-971752,Fm-3m,225
mp-541381,I4/mmm,139
mp-780798,P-1,2
mp-853140,P1,1
mp-18981,Fm-3m,225
mp-557176,C2/c,15
mp-17357,I4/m,87
mp-769453,Pbam,55
mp-565515,C2/c,15
mp-774411,P-3m1,164
mp-37923,I-4,82
mp-773755,P1,1
mp-770356,Fd-3,203
mp-11919,I4/mcm,140
mp-773370,P-1,2
mp-540011,Pc,7
mp-40134,R-3,148
mp-9060,Pm-3m,221
mp-771606,R3m,160
mp-540934,I-4,82
mp-542512,P2_1/c,14
mp-569892,Cmcm,63
mp-777896,P31c,159
mp-850015,P4_2/m,84
mp-642318,Pca2_1,29
mp-765002,P1,1
mp-555363,Pmn2_1,31
mp-555646,P2_1/c,14
mp-555971,R-3,148
mp-556842,P-1,2
mp-24160,Pbca,61
mp-978967,I4/mmm,139
mp-30252,I-43m,217
mp-23022,P2_1/m,11
mp-22690,P4_2/m,84
mp-754519,P1,1
mp-972244,Fm-3m,225
mp-25596,Imm2,44
mp-9703,Cmce,64
mp-978802,Pm-3m,221
mp-777630,P2_1,4
mp-36775,P6_122,178
mp-33816,Cm,8
mp-777475,P-31c,163
mp-22812,Fddd,70
mp-974558,Fm-3m,225
mp-773324,Cm,8
mp-752539,P2_1/c,14
mp-554928,Pnma,62
mp-17020,P6_3/m,176
mp-17371,Pnma,62
mp-542463,C2/c,15
mp-772336,R3,146
mp-22602,Cmcm,63
mp-764016,Ima2,46
mp-778274,Pmn2_1,31
mp-625377,C2/c,15
mp-769763,Pnma,62
mp-21670,Pnma,62
mp-560004,I4_1/acd,142
mp-7886,Fm-3m,225
mp-28926,P-1,2
mp-765295,P-1,2
mp-27642,P2_1/c,14
mp-504748,P6_3/m,176
mp-756553,P-1,2
mp-13801,Fd-3m,227
mp-777082,R3,146
mp-567528,P31m,157
mp-13568,P2_1/c,14
mp-759235,Cmcm,63
mp-985637,I4_1cd,110
mp-6353,P2_1/c,14
mp-976236,Fm-3m,225
mp-649915,Pccm,49
mp-757038,Pna2_1,33
mp-8313,P-1,2
mp-556863,Pnma,62
mp-580,P6/mmm,191
mp-14415,P-42_1m,113
mp-15590,Pna2_1,33
mp-542180,C2/m,12
mp-3930,Fd-3m,227
mp-540388,P2_1/c,14
mp-767148,P2_1/c,14
mp-18843,R-3c,167
mp-10064,Fm-3m,225
mp-15442,P6_3/m,176
mp-853146,Cm,8
mp-582585,Pccn,56
mp-31898,P4_12_12,92
mp-21134,I4/mcm,140
mp-850114,C2,5
mp-763408,P1,1
mp-764978,P2_1,4
mp-20260,I4/mmm,139
mp-698579,C2/c,15
mp-778808,I2_13,199
mp-31833,P2_1/c,14
mp-867154,P2_1/m,11
mp-757331,P1,1
mp-561134,Cmcm,63
mp-707218,Pnma,62
mp-974779,Pm-3m,221
mp-868322,P-1,2
mp-769635,P-1,2
mp-622602,Pca2_1,29
mp-626299,P1,1
mp-765036,Pc,7
mp-763896,P6_3,173
mp-974586,Cmcm,63
mp-770328,P-1,2
mp-28073,P2_1/c,14
mp-769427,Cc,9
mp-15897,I4_1/amd,141
mp-454,I4/mmm,139
mp-14780,P6_3mc,186
mp-570607,P2_1/c,14
mp-554584,P2_1/c,14
mp-782660,P-1,2
mp-866807,R-3,148
mp-568151,P6_3/mcm,193
mp-28653,P2_1/m,11
mp-150,Fm-3m,225
mp-20575,P4/mbm,127
mp-973824,Fm-3m,225
mp-559143,P-1,2
mp-9082,R-3m,166
mp-767209,P1,1
mp-26533,Cc,9
mp-696128,P4_2mc,105
mp-555625,P2_1/c,14
mp-10796,Pmn2_1,31
mp-7661,P4_2/mnm,136
mp-5568,P6/mmm,191
mp-676117,Pmn2_1,31
mp-770164,Pnma,62
mp-555503,P2_1/c,14
mp-765344,R3,146
mp-24507,P2_13,198
mp-559805,Pnma,62
mp-558681,Pnma,62
mp-557754,Pnnm,58
mp-707424,P-62c,190
mp-561245,C2,5
mp-775697,C2/m,12
mp-30799,P-62m,189
mp-4842,Fd-3m,227
mp-767660,Pnma,62
mp-3319,Fd-3m,227
mp-19285,P6_322,182
mp-645740,P-1,2
mp-768307,P2_1/m,11
mp-10678,P6_3/mmc,194
mp-773957,P2_1/m,11
mp-626680,P2_1/m,11
mp-631318,F-43m,216
mp-30555,Fm-3m,225
mp-17493,P-43n,218
mp-22379,P6_3mc,186
mp-721268,P2_12_12_1,19
mp-32447,P1,1
mp-29836,P2_1/c,14
mp-778152,Fd-3m,227
mp-778712,C2/c,15
mp-4276,Imm2,44
mp-8790,Immm,71
mp-675634,P1,1
mp-25582,P-1,2
mp-5540,Pmn2_1,31
mp-752837,P-1,2
mp-570835,Im-3m,229
mp-555165,I4_1/acd,142
mp-779998,Cc,9
mp-764714,P1,1
mp-11912,P2_1/c,14
mp-7980,P-3m1,164
mp-33737,R-3m,166
mp-1006278,Fm-3m,225
mp-505366,P4_2/ncm,138
mp-680576,Pnma,62
mp-769564,P2_1/m,11
mp-697022,P-3,147
mp-6208,P-42_1m,113
mp-27947,R-3m,166
mp-17702,C2/c,15
mp-623532,Fm-3m,225
mp-541183,C2/m,12
mp-780034,P1,1
mp-510656,C2/c,15
mp-20526,Aem2,39
mp-17817,P2_1/c,14
mp-865750,C2/m,12
mp-978520,Fm-3m,225
mp-568301,C2/m,12
mp-565791,Pbca,61
mp-29166,Pn-3m,224
mp-555012,Pnma,62
mp-625054,Cmc2_1,36
mp-2621,Pm-3m,221
mp-6995,P6_3/mmc,194
mp-774181,P2_1,4
mp-697792,Cc,9
mp-675329,P1,1
mp-652407,P2_1/c,14
mp-567593,P2_1/c,14
mp-631504,F-43m,216
mp-753974,P6_3cm,185
mp-604908,P4/nmm,129
mp-763986,P-1,2
mp-619571,C2/m,12
mp-555974,P-1,2
mp-778788,R-3,148
mp-16828,P-1,2
mp-764460,Cm,8
mp-761556,Cmmm,65
mp-566891,P2/c,13
mp-555376,P2_1/c,14
mp-769600,Pc,7
mp-781783,Cm,8
mp-754086,Cm,8
mp-757723,P-1,2
mp-756878,I4_1/amd,141
mp-1337,C2/m,12
mp-2823,Fm-3m,225
mp-762244,P4/ncc,130
mp-540703,Pnma,62
mp-770962,R3,146
mp-555845,I4/m,87
mp-25745,Pnma,62
mp-669384,P2_1/c,14
mp-30371,I4/mcm,140
mp-777153,Cmce,64
mp-676084,P-1,2
mp-767084,P2_1/c,14
mp-585226,C2/c,15
mp-3104,P4/nmm,129
mp-4008,I-42d,122
mp-765070,Pbca,61
mp-15325,C2/m,12
mp-773494,P2_12_12_1,19
mp-22233,I4/mmm,139
mp-28146,P4_332,212
mp-38177,P2_1/m,11
mp-607124,Pbam,55
mp-540645,P2_1/c,14
mp-780422,P2_1/c,14
mp-773884,P3,143
mp-753755,C2,5
mp-780500,P1,1
mp-626264,Pc,7
mp-16490,P6_3/mmc,194
mp-505541,Pnma,62
mp-20786,Pm-3m,221
mp-975780,Fm-3m,225
mp-27331,C2/c,15
mp-2865,I4_1/acd,142
mp-778731,Pnn2,34
mp-766352,Pbcn,60
mp-866306,Pnma,62
mp-764228,Pna2_1,33
mp-20954,P4/nmm,129
mp-754517,P-31m,162
mp-532267,P1,1
mp-29088,P2_1/m,11
mp-11554,Pm-3m,221
mp-767720,P-1,2
mp-765701,R-3m,166
mp-984766,P4_2,77
mp-555094,P-1,2
mp-570082,P3m1,156
mp-696752,I-42d,122
mp-20633,Pbcn,60
mp-767057,Cmcm,63
mp-24348,P-1,2
mp-780596,Pnma,62
mp-32881,C2/c,15
mp-973951,Fm-3m,225
mp-7048,C2/m,12
mp-762656,Pc,7
mp-567280,Pnma,62
mp-13094,Cmcm,63
mp-28529,P-3,147
mp-645346,Pbcn,60
mp-574,I4/mcm,140
mp-22392,P4/nmm,129
mp-765063,P-1,2
mp-19374,Fm-3,202
mp-568959,I-43d,220
mp-771553,Cm,8
mp-34196,Cc,9
mp-546142,Cmmm,65
mp-774138,Imma,74
mp-560310,P2_1/c,14
mp-616821,P2_1/c,14
mp-684668,Pnnm,58
mp-698120,C2/c,15
mp-540168,P1,1
mp-764478,P1,1
mp-771359,Ia-3,206
mp-16564,I-42m,121
mp-761455,Pm,6
mp-541101,P6_3/m,176
mp-561392,P2_1/c,14
mp-775935,C2/m,12
mp-774868,P-1,2
mp-767274,P1,1
mp-30142,P3,143
mp-19302,Cmcm,63
mp-764997,Pm,6
mp-2134,Pm-3m,221
mp-778801,P2_1/c,14
mp-405,Pnma,62
mp-23989,P2/c,13
mp-763972,P1,1
mp-561350,I-4,82
mp-780772,Cm,8
mp-650908,P2_1/c,14
mp-707304,Cmc2_1,36
mp-770423,Pmn2_1,31
mp-625861,P2_12_12_1,19
mp-720295,Pbcn,60
mp-770688,C2/c,15
mp-653633,Cc,9
mp-771578,Cm,8
mp-769482,P-1,2
mp-773996,Pc,7
mp-721053,C2/c,15
mp-22127,Fd-3m,227
mp-31583,P2_12_12_1,19
mp-628715,Pnma,62
mp-570896,I4/mcm,140
mp-27923,R-3m,166
mp-619067,P6_3,173
mp-649595,Pnma,62
mp-9468,R3c,161
mp-868283,C2/c,15
mp-10417,C2/c,15
mp-775615,Pmc2_1,26
mp-776792,Pna2_1,33
mp-22382,Fm-3m,225
mp-756742,R-3,148
mp-755813,C2/m,12
mp-565578,P2_1/c,14
mp-16722,Fd-3m,227
mp-565637,C2/c,15
mp-743954,P2_12_12_1,19
mp-19448,R3,146
mp-978965,I4/mmm,139
mp-7829,P-62m,189
mp-13072,I4mm,107
mp-10811,Im-3m,229
mp-28013,P-3m1,164
mp-510765,P1,1
mp-774143,Imm2,44
mp-21366,I4/mmm,139
mp-568144,I4/mcm,140
mp-763912,C2/m,12
mp-780152,Pc,7
mp-686056,P-1,2
mp-14150,I-43m,217
mp-850959,P1,1
mp-760513,Immm,71
mp-777801,P1,1
mp-683947,P-1,2
mp-779000,P2_1/c,14
mp-31469,P6_3/mcm,193
mp-559251,P2_1/c,14
mp-695817,C222,21
mp-554310,R-3m,166
mp-2947,P6/mmm,191
mp-972257,P6_3/mmc,194
mp-30426,I4/mmm,139
mp-853214,P-1,2
mp-676737,Pc,7
mp-697794,C2/c,15
mp-32102,P2_1/m,11
mp-19358,Pbam,55
mp-556918,Pna2_1,33
mp-571479,Cmce,64
mp-555835,Ia-3d,230
mp-763791,P2_1/c,14
mp-16223,I4/mcm,140
mp-625150,Cmc2_1,36
mp-9586,P6_3/mmc,194
mp-703308,Pca2_1,29
mp-8966,C2/c,15
mp-566104,P-1,2
mp-776690,P2_1/c,14
mp-677731,C2,5
mp-22309,Pa-3,205
mp-685136,P6_3/mmc,194
mp-7349,I4/mmm,139
mp-560861,I4/mmm,139
mp-6074,Fm-3m,225
mp-767467,P1,1
mp-770763,P-1,2
mp-32519,Pbcn,60
mp-627314,P1,1
mp-17598,C2/c,15
mp-863887,R-3,148
mp-1738,Fm-3m,225
mp-768190,P2_1/m,11
mp-570583,P2/c,13
mp-541511,C2/m,12
mp-763770,Pm,6
mp-28091,Pnma,62
mp-755109,Pnma,62
mp-672204,P4_2/mnm,136
mp-763983,Amm2,38
mp-775274,P2_1/c,14
mp-767932,P4_2/mnm,136
mp-30866,P6_3/mmc,194
mp-757042,P2_12_12_1,19
mp-761965,Pbcn,60
mp-764482,P1,1
mp-758655,C2/c,15
mp-19594,Pbcn,60
mp-676306,P1,1
mp-12572,Pm-3m,221
mp-23671,P6_3mc,186
mp-23587,Pnma,62
mp-761269,C2/c,15
mp-510301,C2/c,15
mp-5634,R-3m,166
mp-569991,Cmcm,63
mp-761945,P1,1
mp-39626,I-4,82
mp-781503,P-1,2
mp-777109,Fd-3,203
mp-976587,C2/c,15
mp-28823,Pbam,55
mp-36225,Cm,8
mp-764775,P1,1
mp-643365,P-1,2
mp-773282,R3m,160
mp-765039,R3,146
mp-770536,C2/c,15
mp-972373,P6_3/mmc,194
mp-15437,P2_1/c,14
mp-720104,Cc,9
mp-976599,Pm-3m,221
mp-29078,Pa-3,205
mp-864664,Fdd2,43
mp-975570,Amm2,38
mp-21548,P4/nmm,129
mp-776939,I4_1md,109
mp-779837,P1,1
mp-8374,P6_3/mmc,194
mp-754891,Cm,8
mp-569275,P4_2/mnm,136
mp-20322,I4/mmm,139
mp-504807,P2_1/c,14
mp-766154,P4/n,85
mp-555140,Ibam,72
mp-771541,P2_1/c,14
mp-30970,P2_1/c,14
mp-774080,P1,1
mp-646456,P4/mmm,123
mp-280,Fm-3m,225
mp-9581,P-3m1,164
mp-49,P6_3/mmc,194
mp-605659,P2_12_12_1,19
mp-761440,P1,1
mp-14624,P6_3/mmc,194
mp-21401,Pnma,62
mp-765885,Cmce,64
mp-560064,C2/c,15
mp-767334,Cmce,64
mp-868287,Cc,9
mp-643697,I4/mcm,140
mp-15790,R-3m,166
mp-8059,P2_13,198
mp-22983,P2_1/c,14
mp-1940,P-3m1,164
mp-763824,Cc,9
mp-777139,P1,1
mp-781009,P1,1
mp-571164,P4/nbm,125
mp-3744,P6_3/mmc,194
mp-769535,P2_1/c,14
mp-555408,P2_12_12_1,19
mp-849081,R3,146
mp-851035,P2_1/m,11
mp-14964,Cmcm,63
mp-504818,P4/n,85
mp-31541,R3,146
mp-699232,P2_1/c,14
mp-762715,P2_1,4
mp-24463,Pnma,62
mp-15687,P-6m2,187
mp-639863,Pnma,62
mp-9824,Fddd,70
mp-639480,P4_2/mmc,131
mp-28168,Cmce,64
mp-767545,P2_1/m,11
mp-758427,Pm,6
mp-759962,P2_1/c,14
mp-720921,P-1,2
mp-25711,P4_2/ncm,138
mp-866521,P2_1/c,14
mp-557915,C2,5
mp-3468,Pbca,61
mp-541975,P2_1/c,14
mp-707849,Pnma,62
mp-17235,P-1,2
mp-653559,Pnma,62
mp-10914,P2_1/c,14
mp-674831,P1,1
mp-2783,I4/mcm,140
mp-778757,Cmc2_1,36
mp-685090,P1,1
mp-19373,C2/c,15
mp-29599,P31c,159
mp-773444,Pnma,62
mp-675650,I-42d,122
mp-560880,P2/c,13
mp-38970,Cc,9
mp-762577,R3,146
mp-16566,I-42m,121
mp-505166,P-1,2
mp-978833,Fm-3m,225
mp-23485,I-4,82
mp-760353,P2_1/c,14
mp-776648,P2_1/c,14
mp-21256,Pnma,62
mp-625179,P2_1,4
mp-25034,Pnma,62
mp-753815,Fd-3m,227
mp-771640,P2_1/c,14
mp-769746,P4,75
mp-780740,C2/m,12
mp-4661,P2_1/c,14
mp-17064,Fd-3m,227
mp-15141,C2/m,12
mp-772993,P3,143
mp-774994,P1,1
mp-30494,P6_3/mmc,194
mp-975222,I4/mmm,139
mp-568620,P2_1/c,14
mp-765187,P2_1/c,14
mp-744747,P2_1/c,14
mp-755104,C2/c,15
mp-772153,P2_1/m,11
mp-569070,P-1,2
mp-769510,P1,1
mp-23050,P4/nmm,129
mp-557785,P-1,2
mp-675048,P1,1
mp-780492,P-1,2
mp-975312,Pm-3m,221
mp-8452,P4/nmm,129
mp-23887,R3,146
mp-767737,C222,21
mp-759981,P-1,2
mp-766977,P2/c,13
mp-636559,P2_1/c,14
mp-764732,Pc,7
mp-775096,P-1,2
mp-985281,P4/mmm,123
mp-977112,Pm-3m,221
mp-753520,Pna2_1,33
mp-982443,Fm-3m,225
mp-773941,P-1,2
mp-22916,Fm-3m,225
mp-761309,R3,146
mp-675941,Cm,8
mp-505151,C2/c,15
mp-865203,Cmcm,63
mp-764948,Cc,9
mp-556135,Pmmn,59
mp-33948,Fd-3m,227
mp-773622,P2_1,4
mp-568433,P2_1/c,14
mp-766433,P1,1
mp-505774,I4/mmm,139
mp-6300,P2_1/c,14
mp-17559,Pnma,62
mp-764313,P1,1
mp-6389,P2_1/c,14
mp-767275,Imma,74
mp-557792,P2_1/c,14
mp-20979,P-62m,189
mp-767553,P2_1/c,14
mp-756505,C2/m,12
mp-770811,P-1,2
mp-753649,P2_1,4
mp-626902,Cmc2_1,36
mp-643458,P2_1/c,14
mp-676110,C2,5
mp-971833,I4/mmm,139
mp-626229,P1,1
mp-675668,I-42d,122
mp-20254,Imma,74
mp-22846,Pa-3,205
mp-558590,P321,150
mp-20521,Fm-3m,225
mp-631323,Fm-3m,225
mp-19261,P2_1/m,11
mp-761378,P1,1
mp-21609,Pnma,62
mp-541158,P2_1/c,14
mp-568100,I4,79
mp-621938,P6_3/mmc,194
mp-2105,P4/mbm,127
mp-715474,Pc,7
mp-7473,Fm-3m,225
mp-5165,I4/mmm,139
mp-625468,R-3,148
mp-684470,P2/c,13
mp-21491,Cmcm,63
mp-560261,P-1,2
mp-23053,Pnma,62
mp-770061,P-1,2
mp-558828,P31m,157
mp-774024,P1,1
mp-3285,R-3c,167
mp-683956,Pbca,61
mp-775451,P1,1
mp-867663,P1,1
mp-542043,C2/c,15
mp-13875,Pa-3,205
mp-20190,P6_3/mmc,194
mp-695829,P1,1
mp-23516,Fddd,70
mp-28769,Cm,8
mp-30675,P6_3/mcm,193
mp-40802,F-43m,216
mp-850078,Cm,8
mp-770968,P2_1/m,11
mp-29163,Cc,9
mp-770149,Cmc2_1,36
mp-979283,Fm-3m,225
mp-774388,P1,1
mp-866817,P2_1/c,14
mp-763017,Cmcm,63
mp-27594,R3m,160
mp-641962,C2/c,15
mp-23220,Pbca,61
mp-2827,P6/mmm,191
mp-756988,P-1,2
mp-9923,C2/m,12
mp-20150,Pnnm,58
mp-770832,P2_1/c,14
mp-772399,P2_1,4
mp-779867,P1,1
mp-676275,Cm,8
mp-776509,Cm,8
mp-652711,P-1,2
mp-775455,Cm,8
mp-745148,P2_1/c,14
mp-3154,I-43m,217
mp-763740,P6_3,173
mp-762056,R3,146
mp-667283,Pnma,62
mp-554495,Pnma,62
mp-775405,Pc,7
mp-29721,Cmc2_1,36
mp-504535,Pmn2_1,31
mp-566680,Pmn2_1,31
mp-557583,P-1,2
mp-674503,C2/c,15
mp-759877,F-43m,216
mp-28387,Imma,74
mp-656880,I4/mmm,139
mp-707953,Cc,9
mp-769420,P2_1/c,14
mp-769189,Fd-3m,227
mp-770997,C2/m,12
mp-753690,P2_1/m,11
mp-627601,Cc,9
mp-775713,Pm,6
mp-761529,Cc,9
mp-559459,C2/c,15
mp-946,Fd-3m,227
mp-23202,Cmcm,63
mp-850094,C2/c,15
mp-770306,P-1,2
mp-771772,C2/c,15
mp-762486,Pnma,62
mp-21505,P-62m,189
mp-505104,Pmmn,59
mp-744226,P2_1/c,14
mp-23184,P6_3/m,176
mp-25764,P-1,2
mp-30471,P2_1/m,11
mp-28708,I-43d,220
mp-32404,P4_2/mnm,136
mp-744268,Pcca,54
mp-554183,P2_1/c,14
mp-12789,Cmcm,63
mp-761735,P-1,2
mp-314,P4/mbm,127
mp-20909,Pm-3m,221
mp-1543,Pnnm,58
mp-758302,Cmcm,63
mp-680048,C2/c,15
mp-868262,P3_2,145
mp-21309,Fm-3m,225
mp-772980,P-1,2
mp-9407,P6_3/mcm,193
mp-27391,C2/m,12
mp-1124,P6_3/mmc,194
